RIL1	RIL2	RIL3	RIL4	RIL5	RIL6	RIL7	RIL8	RIL9	RIL10	RIL11	RIL12	RIL13	RIL14	RIL15	RIL16	RIL17	RIL18	RIL19	RIL20	RIL21	RIL22	RIL23	RIL24	RIL25	RIL26	RIL27	RIL28	RIL29	RIL30	
1	1	0	1	0	1	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	
1	1	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	
1	1	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	
1	1	0	1	0	1	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	
1	1	0	1	0	1	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	1	0	1	1	
1	1	0	1	0	1	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	1	0	1	1	
0	0	0	1	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	1	0	1	1	
0	0	0	1	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	1	0	1	1	
0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	
0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	0	1	1	
0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	0	1	1	
0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	1	
0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	1	
0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	1	1	0	1	1	0	1	1	0	0	1	
0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	1	
0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	1	
0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	0	1	1	
0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	
0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	0	1	1	
0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	1	0	1	1	
0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	0	1	1	
0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	0	1	1	
0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	
0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0	1	1	
0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	0	0	1	0	1	1	
0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	
0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	
0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	
0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	0	0	1	0	1	1	
0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	1	0	1	1	
0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	1	0	0	1	
0	0	1	0	0	1	0	1	0	1	1	0	1	0	1	1	0	0	1	1	1	0	1	0	0	1	0	0	1	0	
0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	
0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0	0	1	0	
0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	
0	0	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	1	0	
0	0	0	1	1	0	0	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	
0	0	0	1	1	0	0	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	
0	0	0	1	1	0	0	1	1	1	1	0	0	1	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	
0	0	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	1	1	0	1	0	
0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	1	1	0	1	0	
0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	
0	1	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	1	1	1	0	0	
0	1	0	0	1	0	1	0	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	
0	1	1	0	1	0	1	0	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	
0	1	1	0	1	0	1	0	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	1	1	0	0	
0	1	1	0	1	0	1	0	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	1	1	0	0	
0	1	1	0	1	0	1	0	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	0	0	1	0	0	0	
0	1	1	0	1	0	1	0	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	
0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	
0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	0	
0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	
0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	
0	1	1	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	
0	1	1	0	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	
0	1	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	1	
0	1	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	
0	1	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	
0	1	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	
0	1	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	
0	0	1	0	1	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	
0	0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	
0	0	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	
1	0	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	
0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	
0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	
0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	
1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	
1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	
1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	
1	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	
1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	
1	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	
1	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	
1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	
1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	
1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	
1	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	1	0	0	1	0	1	
1	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	1	
1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	1	
1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	1	
1	0	1	0	1	1	1	1	0	1	0	1	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	
1	0	1	0	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	1	1	
1	0	1	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	1	
1	0	1	0	0	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	
1	0	1	0	0	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	0	1	
0	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	
0	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	
0	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	
1	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	0	0	1	
1	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	0	0	1	
1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	0	0	1	
1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	0	0	1	
1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	1	0	0	1	
1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	1	0	0	1	
1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	1	
1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	1	
1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	1	
1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	1	
1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	1	
1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	1	
1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	0	1	
1	0	0	1	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	1	
1	0	0	1	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	1	
1	0	0	1	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	1	1	0	0	1	
1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	1	0	1	0	1	0	0	1	
1	0	1	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	
1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	0	1	
1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0	0	1	0	1	
1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0	0	1	0	1	
1	0	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	1	0	0	1	0	1	
1	0	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	1	
1	0	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	1	
1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	0	1	0	1	0	1	1	0	1	
1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	0	1	
1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	0	1	
1	0	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	1	
1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	
1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	0	0	
1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	1	1	0	0	
0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	
0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	
0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	
0	0	1	1	0	1	1	1	0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	
0	0	1	1	0	1	1	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	
0	0	1	1	0	1	1	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	0	0	
0	0	1	1	0	1	1	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	0	0	
0	0	1	1	0	1	1	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	
0	0	1	1	0	1	1	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	0	0	0	
0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	0	0	0	
0	0	1	1	0	1	1	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	0	0	0	
0	0	1	1	0	1	1	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	0	0	0	
0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	
0	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	
0	0	0	1	1	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	
0	0	0	1	1	1	0	1	0	0	1	0	1	1	0	0	1	1	0	1	1	1	0	1	1	0	1	0	1	0	
0	0	0	1	1	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	0	1	0	1	0	
0	1	0	1	1	1	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	
0	1	0	1	1	1	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	
1	0	0	1	0	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1	0	1	0	1	0	1	1	1	0	1	
1	0	1	1	0	1	1	1	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	1	
1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	1	
1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	
1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	
1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	
1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	
1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	
1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	
1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	
1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	1	1	1	
1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	1	1	1	
1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	1	0	1	
1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	1	0	1	
1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	
1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	
1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	
1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	
1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	
1	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	
1	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	
1	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	
1	1	0	0	0	1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	1	
1	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	
1	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	1	
1	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	1	
0	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	1	1	0	1	0	0	1	1	1	0	1	1	1	
0	1	0	0	0	1	1	1	0	1	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	1	1	1	
0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0	1	1	
0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0	1	1	
0	1	1	0	0	1	0	1	0	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	
0	1	1	0	0	1	0	1	0	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	
0	1	1	0	0	1	0	1	0	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	1	1	
0	1	1	0	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	
0	1	1	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	
0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	1	0	1	1	1	1	
0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	1	1	1	
0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	
0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	
0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	
0	1	0	0	1	1	0	1	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	
0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	
0	1	0	0	1	1	0	1	1	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	
0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	
0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	
0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	
0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	
1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	1	1	1	0	0	0	0	1	0	1	1	1	1	
1	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1	1	0	1	1	1	1	
1	1	0	1	0	1	0	0	1	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1	1	0	1	1	1	1	
1	1	0	1	0	1	0	0	1	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1	1	0	1	1	0	1	
1	1	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	1	1	
1	1	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	1	1	0	1	
1	1	0	1	0	1	0	0	1	0	1	1	0	1	1	0	0	1	1	1	0	0	1	1	1	0	1	1	0	1	
1	1	0	1	0	1	0	0	1	0	1	1	0	1	1	0	0	1	1	1	0	0	1	1	1	0	1	1	0	1	
1	1	0	1	0	1	0	0	1	0	1	1	0	1	1	0	0	1	1	1	0	0	1	1	1	0	1	1	0	1	
1	1	0	1	0	1	0	0	1	0	1	1	0	1	1	0	0	1	1	1	0	0	1	1	1	0	1	1	0	1	
0	1	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	
0	1	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	1	
0	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	1	
0	1	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	1	
